2024-04-28T03:45:28.0000000Z,BTC,USD,64039.68375689735
2024-04-28T03:45:31.0000000Z,BTC,USD,64051.04771875961
2024-04-28T03:45:41.0000000Z,BTC,USD,64056.080415259596
